"display_name","reputation","views","up_votes","down_votes"
"Angel Alonso Fonseca",1,0,0,0
"MattVu",1,0,0,0
"Vesa",1,0,0,0
"duelle",6,0,0,0
"Derrick",1,0,0,0
"Manjunatha C Acahr",1,0,0,0
"user22121",1,0,0,0
"SWiT",11,0,0,0
"Haru",1,0,0,0
"Peter Woo",1,0,0,0
"Lucia Martinez",1,0,0,0
"Kyrre",1,0,0,0
"David Gettis",1,0,0,0
"Rachid",1,0,0,0
"Peter Tillemans",101,0,1,0
"stateleess",1,0,0,0
"Liam Wadman",16,0,0,0
"Michael Kohne",101,0,0,0
"Del",1,0,0,0
"binaryme",1,0,0,0
"splix",1,0,0,0
"Chaz",6,0,0,0
"Streetdaddy",1,0,0,0
"J.Q. Turnipseed",1,0,0,0
"Sam",8,0,0,0
"cndv",1,0,0,0
"pmoadeep",1,0,0,0
"Hans",1,0,0,0
"user22145",1,0,0,0
"dajomu",1,0,0,0
"Koen",50,0,0,0
"elie684",1,0,0,0
"TooFast",1,0,0,0
"Arun Jyoti Sharma",26,0,0,0
"artemyk",1,0,0,0
"Bachi",1,0,0,0
"user22153",1,0,0,0
"CATHERINE",1,0,0,0
"jjj",13,0,0,0
"Zaipai",1,0,0,0
"Aric",71,0,0,0
"user22158",1,0,0,0
"JohnPiers",1,0,0,0
"user22160",16,0,0,0
"user22161",1,0,0,0
"Greg",26,0,0,0
"AbraKdabra",1,0,0,0
"alj",6,0,0,0
"chenxicali",11,0,0,0
"Shpira",1,0,0,0
"laura",11,0,0,0
"REJ",1,0,0,0
"Ilya Vassilevsky",1,0,0,0
"ntenisOT",107,0,4,0
"Tony Ito",6,0,0,0
"user22172",6,0,0,0
"melaniehu",21,0,0,0
"user22174",1,0,0,0
"John Doe",1,0,0,0
"Colin",1,0,0,0
"user22177",26,0,0,0
"dumbledore",11,0,0,0
"onelokikitty",6,0,0,0
"Osseta",101,0,1,0
"Harsha",11,0,0,0
"gelyk",1,0,0,0
"Simon Knight",1,0,0,0
"fyousof",1,0,0,0
"darknomel",11,0,0,0
"ys hermit",1,0,0,0
"jazz",101,0,0,0
"rawpat",6,0,0,0
"pradeep",14,0,0,0
"Dorin",1,0,0,0
"Simon Dubois",18,0,0,0
"Francois",11,0,0,0
"user22194",1,0,0,0
"Vladimir PerkoviÄ‡",1,0,0,0
"Ubumatix",1,0,0,0
"zedman9991",101,0,0,0
"pms",1,0,0,0
"darkliquid",101,0,2,0
"user22200",1,0,0,0
"nick humphrey",1,0,0,0
"cyraxjoe",101,0,2,0
"Ubumatix",1,0,0,0
"caffein",101,0,0,0
"rumpel",211,0,3,0
"Tony",1,0,0,0
"Navpreet Singh",6,0,0,0
"Karrax",101,0,0,0
"reda_ea",1,0,0,0
"Leo",1,0,0,0
"Ignitor",26,0,0,0
"mike",1,0,0,0
"joemburgess",11,0,0,0
"Mark",1,0,0,0
"polarbear",101,0,1,0
"ziyuang",115,0,5,0
"Doug ",1,0,0,0
"Robert Strahl",21,0,0,0
"Greg",11,0,0,0
"WesleyDavid",101,0,15,0
"Horus",101,0,0,0
"Niken",1,0,0,0
"mimu",1,0,0,0
"Tobias SjÃ¶sten",1,0,0,0
"DraZoro",1,0,0,0
"mcstrother",1,0,0,0
"user22228",1,0,0,0
"yahoo260537",157,0,13,0
"Sy T3kk",6,0,0,0
"bakytn",77,0,6,0
"user22232",1,0,0,0
"shorty",1,0,0,0
"cremersstijn",6,0,0,0
"Muhammad bin Yusrat",1,0,0,0
"user22236",1,0,0,0
"Diego",1,0,0,0
"ycallaf",36,0,0,0
"user22239",6,0,0,0
"tttppp",103,0,12,0
"JNewbie",16,0,0,0
"Sumant Shekhar",1,0,0,0
"thebrokencube",101,0,2,0
"Gowtham",1,0,0,0
"weberc2",1,0,0,0
"panmari",8,0,0,0
"dheerosaur",101,0,12,0
"Stuart hamilton",1,0,0,0
"Steve S",101,0,4,0
"samir",1,0,0,0
"Andrew Neely",101,0,0,0
"uscere90",111,0,0,0
"Arne",1,0,0,0
"walter",1,0,0,0
"jwandborg",108,0,3,0
"Francois",6,0,0,0
"oldmanuk",1,0,0,0
"shbk",1,0,0,0
"Leon Blade",1,0,0,0
"Otto Lidenbrock",18,0,0,0
"user22261",1,0,0,0
"user22262",1,0,0,0
"yossile",11,0,0,0
"Michael McClure",1,0,0,0
"Warface",101,0,0,0
"Joseph Klein",6,0,0,0
"groogh",1,0,0,0
"Andy",13,0,0,0
"Richard Nienaber",101,0,3,0
"Vinicius",1,0,0,0
"Metropolis",101,0,0,0
"wisemonkey",116,0,0,0
"leonxki",1,0,0,0
"shanethehat",101,0,0,0
"Glenn S",1,0,0,0
"PetroEkos",97,0,5,0
"seth",101,0,2,0
"Pierr Teab",11,0,0,0
"Ariaan Bruinsma",1,0,0,0
"Tom Lambe",4,0,0,0
"user22282",1,0,0,0
"camel ichsan",1,0,0,0
"Anand Ramanathan",16,0,0,0
"Brandon Sohm",1,0,0,0
"Questor",1,0,0,0
"MarkHu",1,0,0,0
"Corden",1,0,0,0
"Phantomwhale",1,0,0,0
"user22290",1,0,0,0
"Ryan",1,0,0,0
"Quinn",101,0,0,0
"vernomcrp",101,0,0,0
"Tarridon",16,0,0,0
"anyaMairead",101,0,0,0
"Daniel Attard",1,0,0,0
"Greg not Craig",31,0,1,0
"Barbarrosa",71,0,0,0
"user22299",11,0,0,0
"Jolish",11,0,0,0
"mav",18,0,1,0
"Kurtis Nusbaum",18,0,0,0
"Steve",11,0,0,0
"Stanislav Shabalin",101,0,0,0
"pioneer11x",6,0,0,0
"user22306",1,0,0,0
"Ole Tange",101,0,0,0
"Nam Gi VU",101,0,1,0
"Rajesh",1,0,0,0
"SledgehammerPL",11,0,0,0
"user22311",1,0,0,0
"user22312",1,0,0,0
"Greg",16,0,0,0
"amixr",41,0,2,0
"Vadim Kulinski",11,0,0,0
"krusty.ar",101,0,0,0
"pikwixpikwix",11,0,0,0
"endorama",9,0,0,0
"Sal",11,0,0,0
"mcornick",1,0,0,0
"user22322",1,0,0,0
"nick",13,0,0,0
"user22325",1,0,0,0
"Muneeb",1,0,0,0
"bfrank",1,0,0,0
"MathUHenry",1,0,0,0
"Christopher Stansbury",366,0,35,2
"reprogrammer",101,0,0,0
"Kevin Taylor",1,0,0,0
"Julian",26,0,0,0
"Jermaine R",1,0,0,0
"thecatwasnot",1,0,0,0
"Wolf",29,0,0,0
"Carl Ansell",15,0,0,0
"Mike",58,0,4,0
"LightningIsMyName",101,0,1,0
"user22340",1,0,0,0
"John Tincher",1,0,0,0
"user22342",11,0,0,0
"Ã‰douard Lopez",6,0,0,0
"Buddy",101,0,3,0
"Vika  Pavlov",1,0,0,0
"lauratrix",1,0,0,0
"j4y",1,0,0,0
"Jochy",19,0,0,0
"Atem18",31,0,4,0
"choel",1,0,0,0
"Benny",106,0,0,0
"Kevin C.",101,0,1,0
"Adrian Wechner",1,0,0,0
"sitex",1,0,0,0
"Barry",16,0,0,0
"Kaeldric",1,0,0,0
"user22357",1,0,0,0
"Zsolt",1,0,0,0
"asn007",11,0,0,0
"Kira Corina",1,0,0,0
"Livingdaylight",1,0,0,0
"Tom Thorogood",11,0,0,0
"Miguel Rentes",1,0,0,0
"Limun",1,0,0,0
"David KuridÅ¾a",101,0,1,0
"Ankit Soni",6,0,0,0
"user22367",1,0,0,0
"PhilI",101,0,0,0
"user22370",1,0,0,0
"jyoti",11,0,0,0
"newUbuntuUser",8,0,0,0
"Mat",1,0,0,0
"Sukhdeep Singh",1,0,0,0
"kynan",11,0,0,0
"Maragues",101,0,0,0
"maccawolf",6,0,0,0
"Mikhail",1,0,0,0
"ofc_geek",1,0,0,0
"christophe31",101,0,3,0
"viperchaos",1,0,0,0
"LuÃ­s Faceira",6,0,0,0
"Juanma",101,0,1,0
"kevin",1,0,0,0
"mtasic",101,0,0,0
"Alex",1,0,0,0
"matt",13,0,0,0
"Manas",1,0,0,0
"Anil Vishnoi",101,0,0,0
"Katie Bailey",20,0,3,0
"Ricardo",13,0,0,0
"Robbie ",8,0,0,0
"amye",22,0,1,0
"user22394",1,0,0,0
"Roy",1,0,0,0
"chesles",101,0,0,0
"Hawken Rives",1,0,0,0
"Ron Lau",101,0,0,0
"slowforce",1,0,0,0
"Aaqil",1,0,0,0
"waspinator",8,0,0,0
"Tony ",1,0,0,0
"JustAnil",101,0,0,0
"Ian Ooi",1,0,0,0
"nerocr",1,0,0,0
"user22406",1,0,0,0
"sayco",6,0,0,0
"Greg",1,0,0,0
"flowty",11,0,0,0
"lingerer",1,0,0,0
"el_amigo",1,0,0,0
"wasabi25full",1,0,0,0
"Dolph",101,0,1,0
"zzzzBov",101,0,0,0
"Romanstatic",6,0,0,0
"KappaTech",1,0,0,0
"nisshh",9,0,0,0
"user22419",1,0,0,0
"Ranjandas",1,0,0,0
"wmattues",1,0,0,0
"llm",1,0,0,0
"eipxen",1,0,0,0
"Michael Linde",1,0,0,0
"Thomas",34,0,0,0
"Septime Lowe",1,0,0,0
"Billy Bob",11,0,0,0
"Anders Ã˜sthus",1,0,0,0
"Jeetesh Nataraj",6,0,0,0
"user22430",6,0,0,0
"Aaron Digulla",113,0,1,0
"user22432",1,0,0,0
"ShclasH",1,0,0,0
"Digit Oktavianto",1,0,0,0
"siboniso",1,0,0,0
"user22436",1,0,0,0
"rebecca",6,0,0,0
"Markwright Smith",1,0,0,0
"Unkuiri",1,0,0,0
"Pisceseo",1,0,0,0
"Ethan Leroy",101,0,2,0
"Andrey",1,0,0,0
"user22444",1,0,0,0
"Jorrit Schippers",1,0,0,0
"Zambon",1,0,0,0
"Anthony Michael Kourmoulakis",6,0,0,0
"Ernest Mueller",101,0,0,0
"Duli-chan",66,0,13,0
"qballer",1,0,0,0
"bswinnerton",1,0,0,0
"Manuel Trujillo",1,0,0,0
"Zeg9",1,0,0,0
"Kenneth Venken",1,0,0,0
"Garn LeBaron",1,0,0,0
"user22456",1,0,0,0
"annac",6,0,0,0
"Pincolpallo",1,0,0,0
"SOTEC",1,0,0,0
"rrh",8,0,0,0
"user456783",1,0,0,0
"VerGuy",1,0,0,0
"Nassosdim",1,0,0,0
"Jude Cooks",1,0,0,0
"gitparade",6,0,0,0
"probablykevin",101,0,0,0
"Drnoone",101,0,1,0
"Marc Edwards",1,0,0,0
"gregor",6,0,0,0
"Bill",11,0,0,0
"chrismarx",40,0,4,0
"zooey",1,0,0,0
"szalski",1,0,0,0
"Paul",1,0,0,0
"Freddi",6,0,0,0
"user22476",1,0,0,0
"user22477",1,0,0,0
"Amire",6,0,0,0
"Luis Pasos Puckerman",1,0,0,0
"DoubleMalt",101,0,0,0
"user22481",1,0,0,0
"Boris",1,0,0,0
"Ralf-Peter Rohbeck",1,0,0,0
"Inoaya",1,0,0,0
"Harry",11,0,0,0
"user22486",1,0,0,0
"billy",1,0,0,0
"Andrew Healy",1,0,0,0
"Vaios Argiropoulos",27,0,0,0
"Moraru Lilian",11,0,0,0
"user22491",1,0,0,0
"toms22492",1,0,0,0
"Kanit Ham Wongsuphasawat",1,0,0,0
"Suvois",6,0,0,0
"Ankit ",1,0,0,0
"apesap",1,0,0,0
"Chris Chilvers",101,0,0,0
"systempuntoout",101,0,0,0
"shanyu",101,0,0,0
"Kevin",33,0,2,0
"taajaasne",1,0,0,0
"Praveen Sripati",101,0,0,0
"Dave",101,0,0,0
"Robin",1,0,0,0
"grrrrrrrrrrrrr",97,0,0,0
"andy101",1,0,0,0
"Marcus Booster",8,0,0,0
"Amin Ajani",11,0,0,0
"Shane",1,0,0,0
"user22514",16,0,0,0
"Bull Jones",1,0,0,0
"user22516",1,0,0,0
"Dave",1,0,0,0
"Jessada Thutkawkorapin",16,0,0,0
"marklar",1,0,0,0
"MoriartyNZ",1,0,0,0
"george_k",16,0,0,0
"user22522",1,0,0,0
"maccawolf",1,0,0,0
"chrisvick",1,0,0,0
"user22525",1,0,0,0
"user22526",1,0,0,0
"Chen Xing",1,0,0,0
"Jop van Raaij",21,0,0,0
"navanitachora",1,0,0,0
"user22530",1,0,0,0
"HTH",1,0,0,0
"user22532",1,0,0,0
"OVERLORD",23,0,1,0
"Green Noob",8,0,0,0
"cyborgx7",11,0,0,0
"Ralf Hemmecke",11,0,0,0
"danjjl",717,0,42,0
"user871519",1,0,0,0
"raph82",1,0,0,0
"Sony Santos",101,0,0,0
"ziggy",101,0,0,0
"Les Paul",1,0,0,0
"kaka burra",1,0,0,0
"Andy",3,0,0,0
"user22545",1,0,0,0
"Ivan Sauza",1,0,0,0
"Torandi",121,0,0,0
"Dmitry Misharov",1,0,0,0
"Rice Flour Cookies",101,0,0,0
"Greg",1,0,0,0
"trubludmn",1,0,0,0
"Randy",1,0,0,0
"mpmcfarlane",38,0,2,0
"SaultDon",108,0,2,0
"velcrow",1,0,0,0
"Ian Raugh",6,0,0,0
"bobbo",43,0,1,0
"pyroscope",101,0,0,0
"Alejandro Navarro",1,0,0,0
"DubsGordon",1,0,0,0
"Justinas",26,0,0,0
"Apelsin",1,0,0,0
"John Jan Popovic",1,0,0,0
"John Laforteza",1,0,0,0
"kek",1,0,0,0
"Mike",1,0,0,0
"Martin Matysiak",101,0,0,0
"Tom",103,0,1,0
"yzhernand",1,0,0,0
"Pablo Ampuero",6,0,0,0
"CarloR",1,0,0,0
"Moron",32,0,3,0
"Shane",1,0,0,0
"suyt",1,0,0,0
"user22575",1,0,0,0
"bob",6,0,0,0
"home",101,0,1,0
"Phil",101,0,0,0
"Coly",1,0,0,0
"Legolas",1,0,0,0
"HinzundKunz",11,0,0,0
"Jags FL",16,0,0,0
"user22583",1,0,0,0
"user22584",1,0,0,0
"Chris Stone",26,0,0,0
"Max",116,0,0,0
"user22587",1,0,0,0
"Arvind Sridharan",11,0,0,0
"user22590",1,0,0,0
"Ryan Long",1,0,0,0
"pastacool",101,0,0,0
"Ryan",16,0,0,0
"Average Unregistered User",1,0,0,0
"gssatcc",1,0,0,0
"Nazir Mohammed",1,0,0,0
"user22597",66,0,0,0
"cappie",1,0,0,0
"kareentinedo",1,0,0,0
"user22600",11,0,0,0
"Ramesh Routray",6,0,0,0
"John Bachir",101,0,0,0
"deadprogrammer",109,0,0,0
"Katka",21,0,0,0
"Pete",101,0,0,0
"Jean-Paul Calderone",111,0,1,0
"user22607",1,0,0,0
"Richard Browning",1,0,0,0
"Ian",1,0,0,0
"Ben W.",1,0,0,0
"user22611",11,0,0,0
"Chau",101,0,3,0
"Mircea Nistor",101,0,0,0
"user22614",1,0,0,0
"P. R. Ribeiro",101,0,0,0
"pcurtis",21,0,0,0
"NOLFXceptMe",1,0,0,0
"edbond",101,0,7,0
"Jason B",1,0,0,0
"Gus Pike",1,0,0,0
"Piteco",1,0,0,0
"Christian",11,0,0,0
"thesonofman",24,0,0,0
"markijbema",101,0,1,0
"friTTe",1,0,0,0
"Josh",101,0,1,0
"Unity",1,0,0,0
"Redi",1,0,0,0
"Steex",21,0,0,0
"Juan",1,0,0,0
"user22631",1,0,0,0
"Icke",1,0,0,0
"VTib",1,0,0,0
"hsu",1,0,0,0
"David",6,0,0,0
"Kheldar",31,0,0,0
"user22637",6,0,0,0
"rdrgrtz",1,0,0,0
"Iterator",101,0,0,0
"Strato52",1,0,0,0
"iamacar",1,0,0,0
"will",121,0,0,0
"K K",1,0,0,0
"Ralf Tiede",12,0,0,0
"user22646",1,0,0,0
"uttam",1,0,0,0
"Raidok",1,0,0,0
"henko",3,0,0,0
"stinghu",1,0,0,0
"parastar",1,0,0,0
"Tom",6,0,0,0
"seboch",1,0,0,0
"Kringel",1,0,0,0
"RSK",113,0,9,0
"Dmytro Leonenko",101,0,0,0
"Tader",101,0,0,0
"James Dowie",1,0,0,0
"user22659",1,0,0,0
"Piyush",1,0,0,0
"woutvdd",1,0,0,0
"Melclic",1,0,0,0
"user22663",1,0,0,0
"user22664",1,0,0,0
"Grace Note",101,0,0,0
"prateek urmaliya",1,0,0,0
"mtbikemike",1,0,0,0
"VirtualStaticVoid",16,0,0,0
"ycshao",1,0,0,0
"desouza",6,0,0,0
"user9334",1,0,0,0
"Andres Lascano",21,0,0,0
"Daniel Maia",11,0,0,0
"jonpeterson43",1,0,0,0
"mojo706",1,0,0,0
"xaba",1,0,0,0
"tpower",101,0,1,0
"Jim Davis",101,0,1,0
"rad",16,0,0,0
"Lucas Vasconcelos",1,0,0,0
"s4ms3milia",101,0,2,0
"Kemuel Enders",1,0,0,0
"Tomas F",128,0,6,0
"Warren",1,0,0,0
"mishmashru",1,0,0,0
"user22687",11,0,0,0
"anjunatl",9,0,0,0
"Beboped",1,0,0,0
"john H tucker",1,0,0,0
"coffee",21,0,0,0
"Nils",111,0,0,0
"ANANTHAGANESH",6,0,0,0
"AJK",6,0,0,0
"Ballpark",1,0,0,0
"Tiago Carrondo",21,0,2,0
"Charles Lohr",1,0,0,0
"eborres",6,0,0,0
"PMV",118,0,3,0
"Thomas",8,0,0,0
"wordsmyth",6,0,0,0
"mich22702",1,0,0,0
"dustin lucyk",11,0,0,0
"iammilind",101,0,0,0
"Magicianeer",111,0,0,0
"Wallgate",1,0,0,0
"Overbryd",13,0,0,0
"DirkM",1,0,0,0
"Egbert van der Woude",16,0,0,0
"Atikul Islam",1,0,0,0
"kaya",1,0,0,0
"Christian",6,0,0,0
"SÃ©bastien Le Callonnec",101,0,2,0
"user22715",1,0,0,0
"ubuntuka",12,0,0,0
"mmrs151",11,0,0,0
"user22718",1,0,0,0
"bÃ¥rd",1,0,0,0
"Kathiravan Ar",1,0,0,0
"thahgr",11,0,0,0
"kongo09",156,0,0,0
"Abel",1,0,0,0
"Zach Bethel",11,0,0,0
"Ahmed Elsabbagh",1,0,0,0
"user22726",1,0,0,0
"dalibocai",3,0,0,0
"user22728",1,0,0,0
"user22729",1,0,0,0
"Series8217",101,0,0,0
"DagnusMaximus",11,0,0,0
"Andrew Semikov",1,0,0,0
"Jose r",6,0,0,0
"Bjorn Harpe",1,0,0,0
"AJC",1,0,0,0
"James Christie",1,0,0,0
"bloodychaos",1,0,0,0
"Roland Schmidkunz",1,0,0,0
"sam",21,0,0,0
"Tory",61,0,2,0
"ÐÐ»ÐµÐºÑÐ°Ð½Ð´Ñ€ ÐŸÐ¾Ð´Ð²Ð¾Ñ€Ñ‡Ð°Ð½Ñ‹Ð¹",1,0,0,0
"Private7191",1,0,0,0
"Gustavo K. Corso ",11,0,0,0
"user22744",41,0,0,0
"Joseph Fischer",1,0,0,0
"Dark Slipstream",153,0,0,0
"Toxicbits",1,0,0,0
"Mary Jones",1,0,0,0
"Marko",1,0,0,0
"user22750",1,0,0,0
"Adam Martinez",73,0,4,0
"user22753",1,0,0,0
"user22754",1,0,0,0
"anushr",118,0,1,0
"Thiago Flessak",1,0,0,0
"Robert Siemer",13,0,0,0
"kasyak",11,0,0,0
"user90441",1,0,0,0
"Kamil Nadeem",11,0,0,0
"hardik",6,0,0,0
"PaulPRO",101,0,1,0
"SixfootJames",1,0,0,0
"mghg",60,0,2,0
"JohannesH",101,0,0,0
"David",1,0,0,0
"Andrei S",101,0,0,0
"Regi Hunt",1,0,0,0
"getekha",106,0,0,0
"LoSciamano",101,0,0,0
"jamespage",46,0,0,0
"Psirus",16,0,0,0
"haso84",1,0,0,0
"newbie2011",1,0,0,0
"user22775",1,0,0,0
"balupton",101,0,1,0
"Alessandro Barel",6,0,0,0
"Douglas Czuczman",13,0,0,0
"adi",1,0,0,0
"RiaD",176,0,4,0
"Daf",1,0,0,0
"Ruggero J.",1,0,0,0
"user22785",1,0,0,0
"Cakeisnotalie",1,0,0,0
"user22787",1,0,0,0
"yamilurbina",1,0,0,0
"Manuel",46,0,0,0
"user22790",1,0,0,0
"thinkanotherone",1,0,0,0
"rathin2j",1,0,0,0
"charles edwards",1,0,0,0
"Scorchio",123,0,11,0
"Jamal Abdul Nasir",1,0,0,0
"laslowh",101,0,0,0
"AndyT",6,0,0,0
"AndrÃ©",16,0,0,0
"lillian",1,0,0,0
"winther",1,0,0,0
"matejd",1,0,0,0
"submersible",1,0,0,0
"penkoad",11,0,0,0
"Fer1805",6,0,0,0
"CookieMonster",35,0,3,0
"Keith Thompson",101,0,0,0
"Alain O'Dea",101,0,0,0
"CuFaRo",1,0,0,0
"hazeman",1,0,0,0
"Jerry Seutter",18,0,1,0
"Makoy M",14,0,0,0
"nbensa",1,0,0,0
"Vikram Lathwal",1,0,0,0
"Ryan Bright",101,0,0,0
"Nyi",41,0,0,0
"user22817",1,0,0,0
"Avinash Sonawane",38,0,1,0
"Apostolos Demertzis",6,0,0,0
"Jumper",1,0,0,0
"ssoto",1,0,0,0
"user22822",1,0,0,0
"ziftech",11,0,0,0
"user22824",1,0,0,0
"pedrosanta",1,0,0,0
"Kuntal Basu",1,0,0,0
"ManuZhang",1,0,0,0
"user22828",1,0,0,0
"nickyspag",1,0,0,0
"Andres Lascano",1,0,0,0
"user22831",1,0,0,0
"dave",1,0,0,0
"Clinton Wright",1,0,0,0
"Maxim Perenesenko",16,0,0,0
"Kirinriki",8,0,0,0
"user22836",11,0,0,0
"Lilian",1,0,0,0
"roberto",1,0,0,0
"jahid65",36,0,0,0
"Psoares",1,0,0,0
"razorfish",1,0,0,0
"Jan Ivar Johansen",1,0,0,0
"Igor Luhan",11,0,0,0
"David Hughes",11,0,0,0
"eddyxu",1,0,0,0
"Fer1805",1,0,0,0
"Ceasar Bautista",1,0,0,0
"user22848",1,0,0,0
"Jaff Andrews",18,0,0,0
"ç³ž_çˆº",101,0,0,0
"Jay Goldfarb",1,0,0,0
"Ronaldo Nascimento",1,0,0,0
"Murthy Jeedigunta",1,0,0,0
"user22854",6,0,0,0
"abhilash",1,0,0,0
"quodlibetor",103,0,0,0
"user22857",1,0,0,0
"32i",101,0,0,0
"Aleksandar",113,0,1,0
"jfgagne",101,0,0,0
"user22861",1,0,0,0
"user22862",1,0,0,0
"Aadi Droid",103,0,2,0
"Adrian Evans",26,0,0,0
"alfonx",101,0,0,0
"HanSooloo",6,0,0,0
"Sathish",101,0,4,0
"user22868",1,0,0,0
"LoÃ¯c Faure-Lacroix",101,0,0,0
"ghostman",1,0,0,0
"DudeWithNoiseInTheSpeakers",6,0,0,0
"trinklest",1,0,0,0
"Mizt H",31,0,0,0
"spayz",1,0,0,0
"Ludonaut",101,0,0,0
"Alex",1,0,0,0
"nikos",1,0,0,0
"user22879",1,0,0,0
"å·´æ¢“è¯º",36,0,0,0
"coma",101,0,0,0
"FreakyCheeseMan",23,0,0,0
"Roland Kohn",71,0,5,0
"David",1,0,0,0
"E.B.",1,0,0,0
"stevether",101,0,0,0
"VolCh",1,0,0,0
"andy u",1,0,0,0
"mutenewt",1,0,0,0
"Yugal Jindle",120,0,1,0
"dev",1,0,0,0
"ty01",101,0,1,0
"user22894",1,0,0,0
"Mr.Phone",13,0,0,0
"dcelasun",1,0,0,0
"benregn",101,0,0,0
"nawroth",101,0,1,0
"alex k",1,0,0,0
"condorman",1,0,0,0
"Ahmad",106,0,0,0
"Axatrikx",1,0,0,0
"user22903",1,0,0,0
"Jadeye",1,0,0,0
"Flansch",6,0,0,0
"Guy",1,0,0,0
"Alan C",143,0,5,0
"MichaÅ‚ Å rajer",1274,0,36,2
"user22909",1,0,0,0
"LucianU",41,0,0,0
"mario.tco",8,0,0,0
"Brent Clark Lundell Jr.",1,0,0,0
"javipas",11,0,0,0
"user22914",1,0,0,0
"dedsy",1,0,0,0
"Jey Keu",1,0,0,0
"avk",1,0,0,0
"new_user",11,0,0,0
"Stefanie Lehmann",1,0,0,0
"Nemes Sorin",1,0,0,0
"jdog",111,0,0,0
"Tyler Style",11,0,0,0
"avsej",1,0,0,0
"Nick",46,0,0,0
"Julian Bayardo Spadafora",101,0,0,0
"user22926",1,0,0,0
"Zak",16,0,0,0
"tachidok",1,0,0,0
"lqlarry",1,0,0,0
"dkwiebe",1,0,0,0
"Cristhian Vivanco",1,0,0,0
"Farbod Shahabi",6,0,0,0
"peter",1,0,0,0
"Fidel Ernesto Andrade",1,0,0,0
"Mariano",101,0,0,0
"user22936",1,0,0,0
"Joel",1,0,0,0
"Jake Burchard",1,0,0,0
"Matt Brooks",1,0,0,0
"Zach",1,0,0,0
"Charles Ma",101,0,2,0
"Rowan Parker",101,0,0,0
"sca",8,0,0,0
"Pavel Karoukin",3,0,0,0
"Magnesus",1,0,0,0
"jgasteiz",1,0,0,0
"Darryl",1,0,0,0
"anonymous",1,0,0,0
"Eliah Kagan",126,0,19,0
"Peter V.",1,0,0,0
"Macke",301,0,0,0
"Marko",11,0,0,0
"Brice Favre",101,0,0,0
"Jani",101,0,4,0
"Degu",1,0,0,0
"Lars",4,0,0,0
"Sean Kimball",99,0,0,0
"MikeKusold",103,0,1,0
"Flo",121,0,1,0
"rbbernardino",1,0,0,0
"Sam",1,0,0,0
"maigre",1,0,0,0
"bmullan",1,0,0,0
"Davoud Taghawi-Nejad",1,0,0,0
"Gelley Farkas DÃ¡vid",1,0,0,0
"bakhteiarov",1,0,0,0
"Wervenyt",1,0,0,0
"Francesco Sorge",1,0,0,0
"coffee",8,0,0,0
"ankur.trapasiya",1,0,0,0
"Musaab",1,0,0,0
"ZaMoose",101,0,0,0
"user22973",11,0,0,0
"Jason",1,0,0,0
"user22975",1,0,0,0
"daniel",1,0,0,0
"yooo",1,0,0,0
"jarreboum",1,0,0,0
"cisellis",101,0,2,0
"Sam",1,0,0,0
"Alan Schemer-Kohrn",1,0,0,0
"user22983",1,0,0,0
"Randolf RincÃ³n-Fadul",101,0,0,0
"6LYTH3",1,0,0,0
"eyal",1,0,0,0
"mike",1,0,0,0
"Chirag Fanse",101,0,0,0
"xczzhh",1,0,0,0
"CantGetANick",61,0,0,0
"cheryl",26,0,0,0
"user22992",1,0,0,0
"Sushil Gupta",1,0,0,0
"user22994",1,0,0,0
"Witek",31,0,0,0
"Martin Vysny",6,0,0,0
"user22997",1,0,0,0
"Braulio",1,0,0,0
"rakhmad",1,0,0,0
"speciousfool",108,0,1,0
"giant tentacles",1,0,0,0
"user23002",1,0,0,0
"Sami Lehtinen",101,0,0,0
"Lu55",1,0,0,0
"sabahuddin",16,0,0,0
"lordmonkey",75,0,13,0
"Pierre Haufe",1,0,0,0
"George",1,0,0,0
"Alex",11,0,0,0
"Oleg Galako",101,0,1,0
"joshas",1,0,0,0
"haru",6,0,0,0
"runner48",1,0,0,0
"Sabya",116,0,0,0
"user23015",1,0,0,0
"Sean",1,0,0,0
"Henry Walpool",6,0,0,0
"Toni",1,0,0,0
"Carsten",1,0,0,0
"ac7web",1,0,0,0
"Utah_Dave",1,0,0,0
"user712092",101,0,0,0
"sipiatti",101,0,1,0
"FireBoy",11,0,0,0
"Ryan",21,0,0,0
"Rishab Sharma",6,0,0,0
"Cedara",11,0,0,0
"CalicoBeard",1,0,0,0
"Ariel Antigua",1,0,0,0
"S.K.",101,0,0,0
"MrWednesday",6,0,0,0
"bukzor",101,0,1,0
"DonatelloJones",31,0,0,0
"Zolin",41,0,0,0
"Gireesh",1,0,0,0
"Sandra",1,0,0,0
"THEn",101,0,1,0
"user23040",6,0,0,0
"Trent",11,0,0,0
"jbuck",26,0,0,0
"user23043",1,0,0,0
"Hovercraft Full Of Eels",101,0,0,0
"Emad",6,0,0,0
"Jeebs",11,0,0,0
"nubela",106,0,0,0
"Bogolt",1,0,0,0
"Miguel Callejas",11,0,0,0
"ranendra",1,0,0,0
"deepak",16,0,0,0
"user23052",1,0,0,0
"zid",1,0,0,0
"tmg1981",1,0,0,0
"Levent",1,0,0,0
"karthick",101,0,0,0
"Eric Kok",101,0,1,0
"Danil Zvyagintsev",1,0,0,0
"Kunal",6,0,0,0
"FranÃ§ois Wahl",101,0,0,0
"user875788",1,0,0,0
"jackson",1,0,0,0
"user23063",1,0,0,0
